time,fdepan,fbelakang
10.99776,-5.0433288,4.9657125
11.00288,-2.0511374,1.9757196
11.008,1.5560569,-1.4219996
11.01312,5.1761007,-4.6677895
11.01824,7.0340862,-6.6461587
11.02336,6.4956722,-6.3914227
11.02848,4.373569,-4.4806366
11.0336,1.3470271,-1.4709098
11.03872,-2.6417131,2.1568253
11.04384,-6.3916531,5.6903472
11.04896,-7.5972319,7.1831155
11.05408,-6.058198,5.9121933
11.0592,-3.1869969,3.1590066
11.06432,0.24857137,-0.13314737
11.06944,4.0189943,-3.439518
11.07456,6.7575002,-5.8598824
11.07968,7.0699635,-6.3741288
11.0848,5.3823314,-5.0992813
11.08992,2.7727039,-2.6830547
11.09504,-0.78843492,0.55286831
11.10016,-4.9850597,4.1777387
11.10528,-7.6702585,6.6298256
11.1104,-7.3266253,6.4126477
11.11552,-4.8667412,4.1306324
11.12064,-1.5851142,0.99083197
11.12576,2.1814921,-2.4385037
11.13088,5.5942874,-5.3277059
11.136,7.0568595,-6.5658441
11.14112,6.1659064,-5.7567573
11.14624,3.8734498,-3.5717134
11.15136,0.84894341,-0.49567685
11.15648,-2.9752955,3.0830419
11.1616,-6.3061581,6.2252822
11.16672,-7.227263,7.1339931
11.17184,-5.5603685,5.5724745
11.17696,-2.5521472,2.6287396
11.18208,0.91968024,-0.89173263
11.1872,4.3985047,-4.2754474
11.19232,6.6108103,-6.442667
11.19744,6.5036874,-6.4655838
11.20256,4.5434136,-4.7392983
11.20768,1.7458756,-2.0005403
11.2128,-1.7157738,1.4309175
11.21792,-5.380219,4.8731971
11.22304,-7.3612304,6.9150114
11.22816,-6.6304536,6.3098407
11.23328,-3.9312599,3.8926592
11.2384,-0.38666019,0.64188272
11.24352,3.313535,-2.849519
11.24864,6.2212491,-5.5264235
11.25376,7.1496058,-6.4028811
11.25888,5.7925029,-5.3472276
11.264,3.0279162,-2.9637842
11.26912,-0.37228382,0.20338863
11.27424,-4.109756,3.5403149
11.27936,-6.8382111,6.0360074
11.28448,-7.2828603,6.3954601
11.2896,-5.3709316,4.71278
11.29472,-2.1130958,1.8359914
11.29984,1.6292108,-1.5359465
11.30496,5.0685959,-4.5944772
11.31008,7.0142393,-6.1813526
11.3152,6.7756934,-5.764184
11.32032,4.6649127,-3.8779061
11.32544,1.4995692,-0.99050784
11.33056,-2.219837,2.4747944
11.33568,-5.5925565,5.5976195
11.3408,-7.04177,6.832469
11.34592,-6.1534891,5.7270565
11.35104,-3.5472965,3.2845178
11.35616,-0.12534122,-0.069171578
11.36128,3.4436855,-3.6275198
11.3664,6.0572572,-6.1768966
11.37152,6.6547031,-6.6567683
11.37664,5.2802973,-5.2655334
11.38176,2.5363209,-2.6232166
11.38688,-1.0321969,0.86807907
11.392,-4.6125469,4.481173
11.39712,-6.6560254,6.6917858
11.40224,-6.3557758,6.4492507
11.40736,-4.2136984,4.4348087
11.41248,-1.0895752,1.5673567
11.4176,2.4626582,-1.8086128
11.42272,5.4353838,-4.9113855
11.42784,6.7484674,-6.4266462
11.43296,6.1022944,-5.9349985
11.43808,3.8368092,-4.0041599
11.4432,0.37757695,-1.0054673
11.44832,-3.6497123,2.710115
11.45344,-6.6794348,5.8314548
11.45856,-7.360467,6.6483927
11.46368,-5.7875915,5.1714325
11.4688,-2.8143568,2.5975473
11.47392,0.84843457,-0.48029295
11.47904,4.3907442,-3.6503305
11.48416,6.5507607,-5.7604709
11.48928,6.8152599,-5.9278898
11.4944,5.411593,-4.5174518
11.49952,2.6062944,-2.0592113
11.50464,-1.365016,1.3001013
11.50976,-5.2886171,4.8333049
11.51488,-7.1754827,6.7794209
11.52,-6.6495371,6.009059
11.52512,-4.3787084,3.6314514
11.53024,-1.0659114,0.59573102
11.53536,2.6484058,-2.7020459
11.54048,5.5117188,-5.3917875
11.5456,6.5041966,-6.3155642
11.55072,5.7961926,-5.4158711
11.55584,3.7882094,-3.2941668
11.56096,0.51968664,-0.24613944
11.56608,-3.5546756,3.4413276
11.5712,-6.5167146,6.4235754
11.57632,-6.9478784,6.9079027
11.58144,-5.2382364,5.156579
11.58656,-2.2368851,2.2360787
11.59168,1.4535139,-1.2271016
11.5968,4.8306861,-4.4908218
11.60192,6.3963103,-6.3247943
11.60704,5.981813,-6.0549927
11.61216,4.3245873,-4.4085975
11.61728,1.6008399,-1.9061149
11.6224,-2.2253077,1.48683
11.62752,-5.8160896,5.0816751
11.63264,-7.1721749,6.862812
11.63776,-6.1344051,6.0553169
11.64288,-3.6139622,3.775105
11.648,-0.047098197,0.65832758
11.65312,3.9602168,-2.817266
11.65824,6.6947784,-5.5335317
11.66336,6.9951553,-6.1694703
11.66848,5.5329652,-5.0187545
11.6736,3.1249883,-2.8713748
11.67872,-0.37660947,0.086258829
11.68384,-4.5354486,3.5289626
11.68896,-7.1790452,6.0924501
11.69408,-7.2184849,6.1388144
11.6992,-5.4143152,4.2412901
11.70432,-2.4510038,1.4086374
11.70944,1.5336653,-1.9792149
11.71456,5.3266072,-5.0174813
11.71968,6.9608049,-6.3210812
11.7248,6.2960572,-5.5233464
11.72992,4.3965964,-3.4606311
11.73504,1.5985497,-0.62893319
11.74016,-2.2905738,2.7039614
11.74528,-5.728941,5.7511401
11.7504,-6.7791786,6.7486529
11.75552,-5.644464,5.4522681
11.76064,-3.3481903,2.9939213
11.76576,-0.12674069,-0.23712128
11.77088,3.6590765,-3.7023175
11.776,6.1979671,-6.1566324
11.78112,6.3674302,-6.4612336
11.78624,4.7969718,-4.9972172
11.79136,2.3551533,-2.3658283
11.79648,-1.0776161,1.0503517
11.8016,-4.8594894,4.7045045
11.80672,-6.8209085,6.9072661
11.81184,-6.1157031,6.4249549
11.81696,-3.8645942,4.300704
11.82208,-0.96871191,1.2772907
11.8272,2.5531147,-2.1865263
11.83232,5.7315626,-5.1323833
11.83744,6.869585,-6.293602
11.84256,5.710443,-5.4444113
11.84768,3.3388526,-3.3463659
11.8528,0.18266912,-0.42862427
11.85792,-3.7455122,3.0535471
11.86304,-6.7613673,5.7929416
11.86816,-7.1291733,6.3202381
11.87328,-5.1881099,4.8065686
11.8784,-2.3053317,2.2903998
11.88352,1.0643344,-0.78118074
11.88864,4.6315799,-3.8511698
11.89376,6.8172956,-5.723125
11.89888,6.6796389,-5.6651964
11.904,4.8163099,-4.1484504
11.90912,2.0905266,-1.6290987
11.91424,-1.5895672,1.7409295
11.91936,-5.4527369,5.1122308
11.92448,-7.241385,6.5921617
11.9296,-6.2309685,5.5737476
11.93472,-3.7028921,3.2057948
11.93984,-0.63818288,0.12413504
11.94496,2.8291917,-3.2527895
11.95008,5.7122245,-5.8258257
11.9552,6.5089035,-6.3901496
11.96032,5.2150311,-5.1591196
11.96544,2.8738475,-2.8454876
11.97056,-0.14378875,0.35542396
11.97568,-3.8318977,4.0414057
11.9808,-6.4906335,6.7115197
11.98592,-6.5249844,6.6608057
11.99104,-4.4130588,4.6358604
11.99616,-1.4567448,1.7865508
12.00128,1.8772985,-1.5818861
12.0064,5.0379348,-4.737813
12.01152,6.5915995,-6.3455892
12.01664,5.8984809,-5.8486362
12.02176,3.7299407,-4.07482
12.02688,0.81153947,-1.3652383
12.032,-2.8258069,2.1292403
12.03712,-6.1678653,5.3987956
12.04224,-7.2896032,6.5295653
12.04736,-5.8262677,5.262887
12.05248,-2.912065,2.859498
12.0576,0.53889751,-0.17144796
12.06272,4.0570345,-3.3780885
12.06784,6.4851127,-5.6174536
12.07296,6.7992296,-5.8466206
12.07808,5.1844974,-4.4962325
12.0832,2.4877212,-2.1976662
12.08832,-1.0213828,0.96738476
12.09344,-4.7901521,4.4162421
12.09856,-7.0390983,6.4265461
12.10368,-6.7525887,5.8912926
12.1088,-4.4343052,3.688637
12.11392,-1.1820673,0.74193108
12.11904,2.3625324,-2.5746248
12.12416,5.2948012,-5.2804933
12.12928,6.4437647,-6.1501608
12.1344,5.6315641,-5.1383247
12.13952,3.4438128,-3.1209123
12.14464,0.46574345,-0.28624368
12.14976,-3.1039195,3.245899
12.15488,-5.9665961,6.2230544
12.16,-6.6588244,6.8515658
12.16512,-5.1718254,5.1829967
12.17024,-2.2811592,2.4566522
12.17536,1.1793453,-0.89098996
12.18048,4.4271302,-4.2314172
12.1856,6.2015295,-6.2464957
12.19072,5.9244347,-6.124167
12.19584,4.1384583,-4.4320445
12.20096,1.3117859,-1.8622973
12.20608,-2.1815424,1.4216871
12.2112,-5.440269,4.7916093
12.21632,-6.8547502,6.5467529
12.22144,-5.9846621,5.8317728
12.22656,-3.5109105,3.6223271
12.23168,-0.071016386,0.70225126
12.2368,3.5597143,-2.5200915
12.24192,6.1592908,-5.1403403
12.24704,6.7164068,-5.9356351
12.25216,5.497088,-4.932817
12.25728,3.0272801,-2.8446388
12.2624,-0.45421636,0.051353294
12.26752,-4.2877426,3.3572996
12.27264,-6.8177276,5.784348
12.27776,-6.9285402,5.907207
12.28288,-5.1019793,4.1253276
12.288,-2.0971925,1.4473623
12.29312,1.5753949,-1.7016683
12.29824,4.8876829,-4.6184549
12.30336,6.5212445,-6.0552049
12.30848,6.1522937,-5.4539599
12.3136,4.329422,-3.5047669
12.31872,1.4128021,-0.74744225
12.32384,-2.4292483,2.6670401
12.32896,-5.660367,5.7910318
12.33408,-6.6798162,6.8266335
12.3392,-5.4582076,5.4108906
12.34432,-2.9252963,2.7410951
12.34944,0.38304758,-0.45780063
12.35456,3.8432975,-3.7451801
12.35968,6.0006423,-6.0341978
12.3648,6.0802846,-6.2658052
12.36992,4.5364161,-4.6945257
12.37504,2.0616467,-2.181752
12.38016,-1.2997499,0.94775701
12.38528,-4.8884964,4.312799
12.3904,-6.7385941,6.5021925
12.39552,-6.156415,6.2443795
12.40064,-3.989783,4.0105319
12.40576,-0.87660146,1.1011716
12.41088,2.7280483,-2.1017556
12.416,5.703064,-4.8949409
12.42112,6.567554,-6.1355195
12.42624,5.4874187,-5.4278603
12.43136,3.3001764,-3.3928359
12.43648,0.24322794,-0.50766569
12.4416,-3.6168883,2.8170595
12.44672,-6.5149336,5.7023358
12.45184,-6.8868108,6.4056454
12.45696,-5.1560493,4.9201975
12.46208,-2.3782313,2.2609053
12.4672,1.1517376,-0.86489034
12.47232,4.7888293,-3.8510637
12.47744,6.8053365,-5.6142707
12.48256,6.4620852,-5.4606438
12.48768,4.6261096,-3.8676147
12.4928,2.0018511,-1.4276227
12.49792,-1.5591605,1.6105378
12.50304,-5.2943425,4.659308
12.50816,-7.1000385,6.1318121
12.51328,-6.3305855,5.303628
12.5184,-4.0921988,3.0624592
12.52352,-1.104206,0.096337929
12.52864,2.4632943,-3.112849
12.53376,5.4595566,-5.6666818
12.53888,6.3164129,-6.3848448
12.544,5.1909857,-5.2136526
12.54912,3.068119,-2.8930185
12.55424,0.098192096,0.27362406
12.55936,-3.5909345,3.8361101
12.56448,-6.2358031,6.5306263
12.5696,-6.2879653,6.7284951
12.57472,-4.3663673,4.9032221
12.57984,-1.6564872,2.1066418
12.58496,1.6288291,-1.197713
12.59008,4.8857746,-4.3433485
12.5952,6.5606842,-6.086503
12.60032,5.9077682,-5.7747936
12.60544,3.7996595,-3.9656472
12.61056,1.0274394,-1.2074739
12.61568,-2.5470581,2.0930617
12.6208,-5.788991,5.1437411
12.62592,-6.903604,6.3210869
12.63104,-5.5527353,5.2222524
12.63616,-2.9627004,2.8499494
12.64128,0.081398472,-0.09007246
12.6464,3.4253652,-3.1195331
12.65152,5.8865218,-5.3925304
12.65664,6.2835894,-5.9471993
12.66176,4.7404842,-4.8087912
12.66688,2.2173693,-2.5068295
12.672,-1.0785066,0.65917635
12.67712,-4.7519846,4.0851169
12.68224,-7.0048747,6.2433186
12.68736,-6.5822353,6.0142579
12.69248,-4.0858378,4.0581689
12.6976,-0.83601689,1.2375047
12.70272,2.6289403,-1.9566165
12.70784,5.6982298,-4.5899153
12.71296,7.0267072,-5.5755458
12.71808,6.1863899,-4.7680502
12.7232,3.8763759,-2.8662822
12.72832,0.85123348,-0.13442051
12.73344,-2.8175373,3.1290874
12.73856,-5.9844079,5.7433949
12.74368,-6.933629,6.2093678
12.7488,-5.5643125,4.5754919
12.75392,-2.8770783,1.977311
12.75904,0.28203139,-1.166733
12.76416,3.4920309,-4.3759198
12.76928,5.5927606,-6.3581085
12.7744,5.7301631,-6.2997556
12.77952,4.1670837,-4.7680502
12.78464,1.6166157,-2.3041866
12.78976,-1.6160299,1.027329
12.79488,-4.8620338,4.6127315
12.8,-6.4555197,6.5690327
12.80512,-5.6423011,6.042161
12.81024,-3.1380157,4.0190191
12.81536,0.10429887,1.1854117
12.82048,3.5149312,-2.0952837
12.8256,6.1136174,-4.878602
12.83072,6.823657,-5.8241282
12.83584,5.5833459,-4.9648581
12.84096,3.0461092,-2.9990082
12.84608,-0.30269206,-0.20486815
12.8512,-4.0289683,3.1146584
12.85632,-6.6637859,5.555181
12.86144,-6.9515676,5.7361803
12.86656,-5.1295867,4.0541372
12.87168,-2.1337061,1.5766932
12.8768,1.3769248,-1.440142
12.88192,4.5965934,-4.3371949
12.88704,6.2730298,-5.8655057
12.89216,6.0199804,-5.4810143
12.89728,4.297616,-3.8724952
12.9024,1.4893912,-1.3632225
12.90752,-2.2002444,1.9647918
12.91264,-5.5199113,5.1413012
12.91776,-6.7692552,6.2704792
12.92288,-5.7643094,5.1403461
12.928,-3.3032801,2.8757305
12.93312,-0.035393551,0.04201686
12.93824,3.3812184,-3.0498281
12.94336,5.7531905,-5.2907844
12.94848,6.1989851,-5.5418072
12.9536,5.1231751,-4.1925864
12.95872,2.9649401,-2.0300348
12.96384,-0.19964029,0.85333174
12.96896,-3.7913132,4.1543975
12.97408,-6.0505643,6.301353
12.9792,-5.9779191,5.9787154
12.98432,-4.2144613,3.9398718
12.98944,-1.4132341,1.2099198
12.99456,1.9005805,-1.9529032
12.99968,4.6803069,-4.8384976
13.0048,5.6796551,-6.1293659
13.00992,4.9290309,-5.388711
13.01504,3.1029787,-3.5689549
13.02016,0.37515968,-0.99347854
13.02528,-3.0549381,2.1828187
13.0304,-5.7574391,5.104804
13.03552,-6.3062854,6.006619
13.04064,-4.9409132,4.7696476
13.04576,-2.5172877,2.6052923
13.05088,0.75823241,-0.065139934
13.056,4.1312065,-2.97015
13.06112,6.1923695,-4.978014
13.06624,6.1666698,-5.0702109
13.07136,4.6458292,-3.7557898
13.07648,2.2297101,-1.6675054
13.0816,-1.1988609,1.1252553
13.08672,-4.7498217,4.1868629
13.09184,-6.4478865,5.8578725
13.09696,-5.7845383,5.1959405
13.10208,-3.7376244,3.2029302
13.1072,-1.0187111,0.61079663
13.11232,2.2606256,-2.3197825
13.11744,5.0357718,-4.8701143
13.12256,5.9101853,-5.8143673
13.12768,5.0088005,-4.8944101
13.1328,3.115701,-2.9862766
13.13792,0.26689169,-0.3692106
13.14304,-3.4198177,2.8570578
13.14816,-6.1289349,5.5397973
13.15328,-6.3518319,5.9723496
13.1584,-4.6260324,4.2577348
13.16352,-2.0555902,1.7570561
13.16864,1.142323,-1.0603189
13.17376,4.2991428,-3.8974278
13.17888,6.0094204,-5.6663637
13.184,5.7269826,-5.4888654
13.18912,4.1072884,-3.8002439
13.19424,1.73926,-1.3068856
13.19936,-1.6400752,1.7478257
13.20448,-4.9905305,4.8116612
13.2096,-6.3565392,6.3312721
13.21472,-5.3462501,5.5223975
13.21984,-3.045778,3.2154496
13.22496,-0.12585011,0.36401772
13.23008,3.1640463,-2.683373
13.2352,5.628129,-5.0633149
13.24032,6.0304127,-5.7978163
13.24544,4.6799254,-4.8041229
13.25056,2.4840317,-2.8216159
13.25568,-0.51019514,-0.12688771
13.2608,-4.1708236,3.0402853
13.26592,-6.5768919,5.3964615
13.27104,-6.4690056,5.5597429
13.27616,-4.464839,3.9174857
13.28128,-1.7361296,1.4217932
13.2864,1.5447339,-1.4581783
13.29152,4.777379,-4.1002831
13.29664,6.3208661,-5.3507285
13.30176,5.7730374,-4.7832217
13.30688,3.959199,-3.090781
13.312,1.5583469,-0.66129243
13.31712,-1.7726431,2.3048289
13.32224,-5.0652113,5.0499525
13.32736,-6.2352943,5.90169
13.33248,-5.0711908,4.7133107
13.3376,-2.8297508,2.4562278
13.34272,-0.091881193,-0.35329622
13.34784,3.0795693,-3.366312
13.35296,5.4294043,-5.4644632
13.35808,5.6470857,-5.6627564
13.3632,4.1978722,-4.3063211
13.36832,2.0648272,-2.1588352
13.37344,-0.73894465,0.66660309
13.37856,-4.1107736,3.8418393
13.38368,-6.2204089,5.8615856
13.3888,-5.7966247,5.5494518
13.39392,-3.73966,3.6763299
13.39904,-1.1301597,1.0637197
13.40416,1.9629205,-1.9944928
13.40928,4.9133821,-4.6484799
13.4144,6.1067472,-5.6469479
13.41952,5.0857711,-4.7957411
13.42464,2.9903851,-2.9325922
13.42976,0.40429407,-0.39456752
13.43488,-2.7571056,2.654839
13.44,-5.490777,5.2483521
13.44512,-6.028173,5.7851968
13.45024,-4.4200563,4.4573011
13.45536,-1.9328187,2.3493891
13.46048,0.88202178,-0.40507099
13.4656,3.9141614,-3.3675852
13.47072,5.9217629,-5.2770982
13.47584,5.7805438,-5.3054256
13.48096,3.9359169,-3.9619341
13.48608,1.3916829,-1.8361977
13.4912,-1.7469437,1.0714648
13.49632,-4.9781899,4.1828313
13.50144,-6.5940671,5.7877431
13.50656,-5.7842836,4.9772768
13.51168,-3.3806326,3.0463328
13.5168,-0.51464796,0.61567706
13.52192,2.603241,-2.2802088
13.52704,5.3210092,-4.6674714
13.53216,6.3329525,-5.3679161
13.53728,5.28615,-4.3402719
13.5424,3.0501804,-2.3465188
13.54752,0.13724999,0.32232207
13.55264,-3.3125675,3.5127301
13.55776,-5.8286848,5.8807893
13.56288,-6.0612512,5.9102836
13.568,-4.2645879,4.0397081
13.57312,-1.6605583,1.5313902
13.57824,1.1444858,-1.330651
13.58336,3.9103448,-4.1734891
13.58848,5.4109569,-5.7170773
13.5936,5.1717749,-5.3704624
13.59872,3.47282,-3.8162644
13.60384,1.0101368,-1.5344613
13.60896,-2.1317976,1.5878333
13.61408,-5.1657186,4.8255601
13.6192,-6.3682437,6.1499543
13.62432,-5.2617731,5.140028
13.62944,-2.6633413,2.9272933
13.63456,0.43533683,0.18747425
13.63968,3.5439384,-2.8429413
13.6448,5.6857615,-5.119864
13.64992,5.9522967,-5.4435625
13.65504,4.6205115,-4.2236724
13.66016,2.2611346,-2.2422266
13.66528,-0.79861289,0.41823271
13.6704,-4.1965227,3.6405754
13.67552,-6.3363104,5.8221183
13.68064,-6.1587052,5.5577273
13.68576,-4.1114097,3.6438644
13.69088,-1.0524256,1.064038
13.696,2.3624053,-1.8615546
13.70112,5.2399673,-4.5878992
13.70624,6.323792,-5.7054067
13.71136,5.4791493,-4.8893175
13.71648,3.4337621,-3.0895078
13.7216,0.52808344,-0.6623534
13.72672,-2.9803846,2.41241
13.73184,-5.8221965,5.2625685
13.73696,-6.5663323,5.9473114
13.74208,-5.2571931,4.4126348
13.7472,-2.6610513,1.9917401
13.75232,0.65683454,-0.87687922
13.75744,3.9032202,-3.8240094
13.76256,5.7768545,-5.7357502
13.76768,5.6886878,-5.5576153
13.7728,4.2384567,-3.8061852
13.77792,1.9204276,-1.4018414
13.78304,-1.2899536,1.5372255
13.78816,-4.4738722,4.6505017
13.79328,-5.9743571,6.441081
13.7984,-5.2644448,5.7478509
13.80352,-3.1473031,3.5914531
13.80864,-0.26274359,0.88059837
13.81376,3.0415292,-2.1931043
13.81888,5.5045943,-4.8976994
13.824,6.0195985,-5.9475174
13.82912,4.754097,-5.0027342
13.83424,2.5163467,-2.9798048
13.83936,-0.47864345,-0.31096399
13.84448,-4.0368562,2.8452811
13.8496,-6.417098,5.4201212
13.85472,-6.4153171,5.6924691
13.85984,-4.594481,3.9596057
13.86496,-1.9158978,1.5391352
13.87008,1.4213262,-1.2657205
13.8752,4.7285252,-4.0719552
13.88032,6.3830786,-5.633368
13.88544,5.8218918,-5.2020884
13.89056,3.9763744,-3.3411672
13.89568,1.4072043,-0.8939606
13.9008,-2.0361249,1.9882389
13.90592,-5.245997,4.919879
13.91104,-6.3527226,6.1352072
13.91616,-5.1290779,5.0113339
13.92128,-2.8431094,2.7365329
13.9264,-0.062874027,0.088380747
13.93152,3.2344015,-2.7636876
13.93664,5.7164226,-5.1397038
13.94176,6.0310488,-5.7173958
13.94688,4.5416322,-4.4617515
13.952,2.2546461,-2.2774503
13.95712,-0.73131114,0.47011358
13.96224,-4.3320169,3.60567
13.96736,-6.556663,5.8116145
13.97248,-6.1351686,5.605895
13.9776,-4.019299,3.5391479
13.98272,-1.3342277,0.88187152
13.98784,1.8325155,-1.9764565
13.99296,4.8618565,-4.6430693
13.99808,6.1352458,-5.8956366
14.0032,5.2900939,-5.2273393
14.00832,3.3280387,-3.1551812
14.01344,0.7336781,-0.36868012
14.01856,-2.702781,2.8094208
14.02368,-5.713038,5.5765061
14.0288,-6.3344021,6.3602362
14.03392,-4.6185265,4.9561639
14.03904,-1.9672965,2.4164417
14.04416,0.95072299,-0.53312868
14.04928,4.0144143,-3.4138429
14.0544,6.0132375,-5.38765
14.05952,5.8666749,-5.5729995
14.06464,4.0818434,-4.2373586
14.06976,1.5257773,-2.0030866
14.07488,-1.7316768,0.92653787
14.08,-5.2620273,4.0269766
14.08512,-7.1000385,5.8433375
14.09024,-6.195982,5.3563576
14.09536,-3.6859713,3.2684975
14.10048,-0.61973536,0.48560357
14.1056,2.7163436,-2.4187701
14.11072,5.5182071,-4.8026376
14.11584,6.4882932,-5.5655727
14.12096,5.3704996,-4.6186671
14.12608,3.1791861,-2.5785503
14.1312,0.33177614,0.22131883
14.13632,-3.1586261,3.3548594
14.14144,-5.872323,5.8160706
14.14656,-6.2927999,6.095315
14.15168,-4.5168738,4.4474344
14.1568,-1.7642462,1.7720156
14.16192,1.3017352,-1.3848661
14.16704,4.2787867,-4.1999068
14.17216,5.959167,-5.6630745
14.17728,5.5389447,-5.3267508
14.1824,3.6585677,-3.7284172
14.18752,1.0907971,-1.33394
14.19264,-2.0840886,1.6884121
14.19776,-5.1770415,4.5201101
14.20288,-6.5921588,5.7252526
14.208,-5.6438279,4.8794565
14.21312,-3.2049358,2.7922332
14.21824,-0.17610377,-0.003286061
14.22336,3.0365674,-3.0239406
14.22848,5.45116,-5.1986933
14.2336,6.1299024,-5.6365509
14.23872,4.9113464,-4.5689082
14.24384,2.6244876,-2.4614205
14.24896,-0.4268631,0.45027366
14.25408,-3.7740107,3.6890614
14.2592,-5.9598532,5.8804708
14.26432,-5.9817362,5.9173923
14.26944,-4.0494514,4.2677078
14.27456,-1.1533146,1.739338
14.27968,2.0967605,-1.3950512
14.2848,4.9548573,-4.235661
14.28992,6.2568722,-5.5965524
14.29504,5.6580267,-5.2135468
14.30016,3.5625131,-3.5967522
14.30528,0.57083082,-1.0728382
14.3104,-2.9633365,2.1307256
14.31552,-5.8415346,4.8900661
14.32064,-6.7457185,5.6723108
14.32576,-5.5501909,4.565413
14.33088,-2.9868729,2.4008455
14.336,0.25658652,-0.39042976
14.34112,3.5753629,-3.3868945
14.34624,5.7594247,-5.3470154
14.35136,6.1311746,-5.4380455
14.35648,4.8964615,-4.1424031
14.3616,2.4571874,-1.9169368
14.36672,-0.87253028,1.1523098
14.37184,-4.3321443,4.5065298
14.37696,-6.1939464,6.3585386
14.38208,-5.8117642,5.791244
14.3872,-3.7874963,3.8589208
14.39232,-0.80395633,1.2050395
14.39744,2.5333948,-2.0027683
14.40256,5.2402215,-4.826509
14.40768,6.217051,-5.8934088
14.4128,5.398489,-5.1691985
14.41792,3.3337636,-3.3569756
14.42304,0.21638359,-0.66850698
14.42816,-3.4947529,2.765497
14.43328,-6.2209177,5.5804319
14.4384,-6.666585,6.0404634
14.44352,-5.1624107,4.5159721
14.44864,-2.5268295,2.1759224
14.45376,0.81052166,-0.79635245
14.45888,4.1468549,-3.9466562
14.464,6.073669,-5.8843904
14.46912,5.9837213,-5.7775521
14.47424,4.4385805,-4.277463
14.47936,1.7663587,-1.9060088
14.48448,-1.8374003,1.3790367
14.4896,-5.2345471,4.7856679
14.49472,-6.6304536,6.4656954
14.49984,-5.7116385,5.6706133
14.50496,-3.4119298,3.5911348
14.51008,-0.26337972,0.88993478
14.5152,3.2571745,-2.242651
14.52032,5.8750715,-4.8227954
14.52544,6.4877844,-5.5828662
14.53056,5.4684625,-4.6547399
14.53568,3.34356,-2.7749338
14.5408,0.035470456,0.010824685
14.54592,-3.9693,3.4244583
14.55104,-6.604754,5.8483238
14.55616,-6.7794333,5.8443985
14.56128,-5.1631742,4.027401
14.5664,-2.5250483,1.3671539
14.57152,0.95428526,-1.8134933
14.57664,4.2651739,-4.811974
14.58176,5.8211284,-6.2827806
14.58688,5.40027,-5.7615318
14.592,3.9081819,-3.9634194
14.59712,1.429214,-1.3202537
14.60224,-2.178998,2.169981
14.60736,-5.3491759,5.5525284
14.61248,-6.3134103,6.8136897
14.6176,-5.0284433,5.6690216
14.62272,-2.546422,3.2739084
14.62784,0.65861571,0.21346773
14.63296,4.0879502,-3.0403855
14.63808,6.2248116,-5.375555
14.6432,6.1750669,-5.735538
14.64832,4.6808157,-4.4252543
14.65344,2.3814888,-2.2874234
14.65856,-0.96273237,0.550322
14.66368,-4.7470231,3.7388203
14.6688,-6.9167085,5.9393539
14.67392,-6.5349078,5.7093382
14.67904,-4.4706917,3.7492177
14.68416,-1.5376595,1.0499274
14.68928,2.1611362,-2.1040897
14.6944,5.4596839,-4.8561096
14.69952,6.6001234,-6.0045972
14.70464,5.5785117,-5.2523775
14.70976,3.4698939,-3.3378782
14.71488,0.66790307,-0.68081409
14.72,-3.0844541,2.5987144
14.72512,-6.161377,5.4927964
14.73024,-6.761622,6.3071885
14.73536,-5.2009597,5.0040131
14.74048,-2.6242833,2.6117642
14.7456,0.65658009,-0.44464475
14.75072,4.4236956,-3.6423733
14.75584,6.7521567,-5.6319885
14.76096,6.6145,-5.5518861
14.76608,4.8140197,-3.9190712
14.7712,2.2588446,-1.4553137
14.77632,-1.1293964,1.6002464
14.78144,-4.809999,4.8054018
14.78656,-6.6034818,6.2565808
14.79168,-5.809474,5.3708925
14.7968,-3.7271919,3.2025058
14.80192,-1.1372843,0.36094096
14.80704,2.1755126,-2.8663883
14.81216,5.157526,-5.6152253
14.81728,5.9548411,-6.4168854
14.8224,4.7057519,-5.341392
14.82752,2.5243618,-3.1580458
14.83264,-0.29925701,-0.20794493
14.83776,-3.8168852,3.2944908
14.84288,-6.3899994,6.0553169
14.848,-6.2644286,6.2961545
14.85312,-4.1798563,4.5979843
14.85824,-1.4101807,2.169981
14.86336,1.7368428,-0.75253487
14.86848,5.0157976,-3.7656567
14.8736,6.9220014,-5.5601616
14.87872,6.3426213,-5.2729602
14.88384,4.2369299,-3.5957973
14.88896,1.4189088,-1.0188354
14.89408,-2.1871402,2.0946531
14.8992,-5.7414093,5.1040616
14.90432,-7.0996571,6.1891036
14.90944,-5.7825027,4.8485827
14.91456,-3.1997194,2.4916637
14.91968,-0.28119114,-0.36836183
14.9248,2.9345334,-3.4005809
14.92992,5.5383086,-5.693418
14.93504,6.0437713,-6.1069798
14.94016,4.594049,-4.8282065
14.94528,2.2417965,-2.6436932
14.9504,-0.80777305,0.46820384
14.95552,-4.3070807,3.987509
14.96064,-6.542923,6.3100529
14.96576,-6.1581964,5.9832778
14.97088,-3.7899137,3.9739287
14.976,-0.86871356,1.3681087
14.98112,2.3447211,-1.7063365
14.98624,5.2043443,-4.4971876
14.99136,6.5740428,-5.7306576
14.99648,5.8092966,-5.025651
15.0016,3.6650562,-3.2345409
15.00672,0.85034293,-0.68919563
15.01184,-2.6697025,2.6075203
15.01696,-5.7660904,5.6108813
15.02208,-6.7483902,6.4168916
